Edad,HorasTrabajo,HorasEstudio,RendimientoProgramacion,TiempoHogarEscuela,HorasDeSueno,TiempoEjercicioSemana,ConsumoCafeina,ConsumoCafe,ConsumoBebidaAzucarada,UsoVideojuegos,PensamientoLogico1,PensamientoLogico2,PensamientoLogico3,PensamientoLogico4,ResilienciaFrustracion1,ResilienciaFrustracion2,ResilienciaFrustracion3,ResilienciaFrustracion4,ResilienciaFrustracion5,Genero_Femenino,Genero_Masculino,Genero_Prefiero no decirlo,DescalcificacionEnGestacion_No,DescalcificacionEnGestacion_No lo sé,DescalcificacionEnGestacion_Sí,ConsumioOmega3_No,ConsumioOmega3_No lo sé,ConsumioOmega3_Sí,FamiliaDisfuncional_No,FamiliaDisfuncional_Sí,FamiliaDisfuncional_Tal vez,AhorroEnInfancia,TrabajoEnInfancia,TipoEscuelaPrevia_Escuela privada (colegios),TipoEscuelaPrevia_Escuela pública,ExperienciaPrevia,DietaBalanceada_A veces,DietaBalanceada_No,DietaBalanceada_Sí,ConsumeEstupefaciente,ConsumeEstupefacienteControl,MedicadoPrevioCarrera,ActividadesEnInfancia_JuegoFisico,ActividadesEnInfancia_JuegoCreativo,ActividadesEnInfancia_JuegoSimbolico,ActividadesEnInfancia_JuegoTecnologico,ActividadesEnInfancia_ActividadesSocioCulturales,ExperienciaPreviaLogica_Ajedrez,ExperienciaPreviaLogica_Debate,ExperienciaPreviaLogica_Filosofia,ExperienciaPreviaLogica_Matematicas,MetodoDeEstudio_MapasConceptuales,MetodoDeEstudio_Resumenes,MetodoDeEstudio_Lectura,MetodoDeEstudio_Ejercicios,MetodoDeEstudio_VideosTutoriales,ActividadesExtra_Laborales,ActividadesExtra_TareasHogar,ActividadesExtra_CuidadoFamiliar,ActividadesExtra_CompromisoSocial,NivelIngles_Avanzado,NivelIngles_Básico,NivelIngles_Intermedio,NivelIngles_Nativo,NivelInstrumentoMusical_Avanzado,NivelInstrumentoMusical_Intermedio,NivelInstrumentoMusical_No sé tocar un instrumento,NivelInstrumentoMusical_Novato,UsoHerramientasIA_A veces (pocas veces al mes),UsoHerramientasIA_Diariamente,UsoHerramientasIA_Frecuentemente (varias veces por semana),UsoHerramientasIA_Nunca,TipoAprendizaje_Auditivo (prefiero escuchar explicaciones),"TipoAprendizaje_Kinestésico (prefiero hacer las cosas, practicar)","TipoAprendizaje_Visual (prefiero diagramas, videos)",anomaly,anomaly_score,is_anomaly
19.0,6.0,6.0,8.0,1.0,6.0,4.0,3.0,1.0,1.0,10.0,19.0,19.0,4.0,14.0,5.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.11970278509571675,0
21.0,0.0,5.0,8.0,2.0,5.0,5.0,1.0,0.0,0.0,35.0,11.0,19.0,2.0,14.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.09085038419101205,0
19.0,6.0,3.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,10.0,19.0,9.0,2.0,23.0,5.0,5.0,5.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.08769838369635152,0
19.0,0.0,5.0,7.0,2.0,6.0,0.0,1.0,0.0,0.0,10.0,19.0,19.0,2.0,14.0,2.0,5.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.08339218073348359,0
19.0,5.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,18.0,19.0,14.0,7.5,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.09454902352456868,0
21.0,8.0,7.0,7.0,2.0,6.0,6.0,2.0,0.0,0.0,1.0,19.0,19.0,2.0,14.0,4.0,4.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.12530969543226889,0
22.0,0.0,2.0,7.0,2.0,6.0,1.0,2.0,1.0,1.0,6.0,19.0,19.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0730360202069566,0
20.0,24.0,4.0,3.0,1.0,9.0,0.0,2.0,1.0,2.0,6.0,11.0,15.0,2.0,15.0,4.0,5.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.08425788493791742,0
21.0,0.0,5.0,5.0,1.0,6.0,0.0,1.0,1.0,1.0,3.0,19.0,19.0,2.0,14.0,2.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.09865711587097875,0
21.0,0.0,3.0,7.0,5.0,7.0,0.0,1.0,0.0,0.0,2.0,20.0,19.0,2.0,14.0,5.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.09830293150095765,0
18.0,0.0,9.0,4.0,4.0,8.0,0.0,3.0,0.0,1.0,0.0,19.0,14.0,4.0,14.0,5.0,3.0,3.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.05840744735686487,0
19.0,0.0,2.0,6.0,1.0,7.0,2.0,0.0,1.0,1.0,0.0,19.0,19.0,2.0,14.0,4.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.06591057001423706,0
24.0,0.0,10.0,6.0,1.0,7.0,6.0,3.0,0.0,1.0,6.0,19.0,19.0,2.0,14.0,5.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.10107023825312283,0
21.0,2.0,2.0,6.0,2.0,5.0,4.0,1.0,1.0,2.0,8.0,19.0,19.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.11635298706421132,0
18.0,0.0,4.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,8.0,3.0,5.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.05838481540702112,0
21.0,0.0,5.0,3.0,2.0,8.0,3.0,0.0,0.0,0.0,6.0,19.0,19.0,2.0,14.0,5.0,4.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.10711455925643587,0
21.0,0.0,34.0,0.0,3.0,5.0,20.0,0.0,0.0,0.0,45.0,23.0,3.0,5.0,4.0,2.0,1.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,-0.04155941629038995,1
19.0,0.0,2.0,6.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,10.0,7.0,5.0,12.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.11962427819686822,0
30.0,5.0,10.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,19.0,19.0,8.0,14.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.05487159646444906,0
19.0,5.0,1.0,7.0,2.0,6.0,4.0,1.0,0.0,1.0,10.0,19.0,19.0,2.0,19.0,4.0,4.0,5.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.13504877806690507,0
18.0,0.0,0.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,50.0,19.0,19.0,2.0,14.0,5.0,5.0,5.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.06838936623529235,0
20.0,0.0,7.0,4.0,2.0,5.0,3.0,0.0,0.0,2.0,10.0,19.0,19.0,2.0,14.0,4.0,4.0,5.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.12977380762302987,0
19.0,9.0,10.0,4.0,3.0,6.0,9.0,1.0,1.0,1.0,0.0,19.0,19.0,1.0,14.0,3.0,4.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.04951841621344022,0
18.0,0.0,0.0,1.0,3.0,6.0,5.0,2.0,0.0,0.0,3.0,19.0,19.0,1.0,7.5,3.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.11234736372818077,0
20.0,0.0,6.0,8.0,2.0,7.0,10.0,1.0,0.0,1.0,5.0,23.0,14.0,2.0,9.0,5.0,5.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.06682836335074127,0
20.0,0.0,8.0,5.0,4.0,7.0,10.0,0.0,2.0,2.0,5.0,11.0,19.0,2.0,10.0,3.0,4.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.05155089266365531,0
21.0,5.0,4.0,6.0,2.0,6.0,4.0,1.0,0.0,3.0,7.0,19.0,19.0,2.0,14.0,4.0,3.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.10327587319682607,0
18.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,8.0,19.0,19.0,2.0,14.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.08381634395013687,0
19.0,9.0,10.0,5.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,19.0,19.0,2.0,14.0,2.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.07663327559113925,0
24.0,0.0,0.0,0.0,2.0,6.0,7.0,1.0,2.0,0.0,0.0,27.0,6.0,7.0,18.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.009674372572358148,0
24.0,0.0,1.0,7.0,2.0,5.0,5.0,1.0,0.0,0.0,6.0,19.0,19.0,2.0,28.0,5.0,4.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0876931996225927,0
22.0,6.0,2.0,8.0,1.0,6.0,6.0,1.0,0.0,0.0,8.0,19.0,19.0,2.0,14.0,5.0,3.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.10290346314511639,0
20.0,0.0,15.0,8.0,3.0,6.0,2.0,1.0,0.0,0.0,7.0,35.0,19.0,2.0,14.0,5.0,4.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.087204951515025,0
19.0,0.0,4.0,8.0,1.0,6.0,4.0,0.0,1.0,0.0,2.0,19.0,19.0,2.0,9.0,4.0,3.0,4.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.10976697254579088,0
22.0,8.0,2.0,7.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,19.0,19.0,2.0,14.0,5.0,4.0,4.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0798909948630997,0
27.0,0.0,7.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0,19.0,19.0,2.0,9.0,4.0,4.0,4.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.11159865923568396,0
21.0,7.0,5.0,6.0,2.0,5.0,1.0,1.0,0.0,1.0,6.0,7.0,19.0,2.0,8.0,5.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.10028764187484135,0
22.0,12.0,0.0,2.0,1.0,4.0,14.0,0.0,0.0,2.0,2.0,19.0,19.0,2.0,14.0,4.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.05572851896019404,0
22.0,0.0,34.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,10.0,4.0,2.0,4.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1,-0.03276293985836687,1
19.0,0.0,2.0,6.0,2.0,8.0,0.0,0.0,0.0,1.0,2.0,11.0,19.0,12.0,6.0,4.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.12012255261044041,0
