Edad,HorasTrabajo,HorasEstudio,RendimientoProgramacion,TiempoHogarEscuela,HorasDeSueno,TiempoEjercicioSemana,ConsumoCafeina,ConsumoCafe,ConsumoBebidaAzucarada,UsoVideojuegos,PensamientoLogico1,PensamientoLogico2,PensamientoLogico3,PensamientoLogico4,ResilienciaFrustracion1,ResilienciaFrustracion2,ResilienciaFrustracion3,ResilienciaFrustracion4,ResilienciaFrustracion5,Genero_Femenino,Genero_Masculino,Genero_Prefiero no decirlo,DescalcificacionEnGestacion_No,DescalcificacionEnGestacion_No lo sé,DescalcificacionEnGestacion_Sí,ConsumioOmega3_No,ConsumioOmega3_No lo sé,ConsumioOmega3_Sí,FamiliaDisfuncional_No,FamiliaDisfuncional_Sí,FamiliaDisfuncional_Tal vez,AhorroEnInfancia,TrabajoEnInfancia,TipoEscuelaPrevia_Escuela privada (colegios),TipoEscuelaPrevia_Escuela pública,ExperienciaPrevia,DietaBalanceada_A veces,DietaBalanceada_No,DietaBalanceada_Sí,ConsumeEstupefaciente,ConsumeEstupefacienteControl,MedicadoPrevioCarrera,ActividadesEnInfancia_JuegoFisico,ActividadesEnInfancia_JuegoCreativo,ActividadesEnInfancia_JuegoSimbolico,ActividadesEnInfancia_JuegoTecnologico,ActividadesEnInfancia_ActividadesSocioCulturales,ExperienciaPreviaLogica_Ajedrez,ExperienciaPreviaLogica_Debate,ExperienciaPreviaLogica_Filosofia,ExperienciaPreviaLogica_Matematicas,MetodoDeEstudio_MapasConceptuales,MetodoDeEstudio_Resumenes,MetodoDeEstudio_Lectura,MetodoDeEstudio_Ejercicios,MetodoDeEstudio_VideosTutoriales,ActividadesExtra_Laborales,ActividadesExtra_TareasHogar,ActividadesExtra_CuidadoFamiliar,ActividadesExtra_CompromisoSocial,NivelIngles_Avanzado,NivelIngles_Básico,NivelIngles_Intermedio,NivelIngles_Nativo,NivelInstrumentoMusical_Avanzado,NivelInstrumentoMusical_Intermedio,NivelInstrumentoMusical_No sé tocar un instrumento,NivelInstrumentoMusical_Novato,UsoHerramientasIA_A veces (pocas veces al mes),UsoHerramientasIA_Diariamente,UsoHerramientasIA_Frecuentemente (varias veces por semana),UsoHerramientasIA_Nunca,TipoAprendizaje_Auditivo (prefiero escuchar explicaciones),"TipoAprendizaje_Kinestésico (prefiero hacer las cosas, practicar)","TipoAprendizaje_Visual (prefiero diagramas, videos)",anomaly,anomaly_score,is_anomaly
19.0,0.0,1.0,3.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,11.0,9.0,8.0,14.0,2.0,5.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.1023102899532532,0
18.0,8.0,0.0,2.0,1.0,6.0,4.0,2.0,1.0,1.0,10.0,11.0,5.0,8.0,8.0,2.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.08572893872024329,0
18.0,0.0,0.0,3.0,2.0,6.0,3.0,1.0,0.0,1.0,12.0,11.0,14.0,2.0,9.0,4.0,1.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.06410670551679587,0
20.0,0.0,8.0,7.0,2.0,7.0,10.0,1.0,0.0,1.0,7.0,19.0,14.0,2.0,14.0,4.0,5.0,4.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.07507941255772888,0
20.0,7.0,0.0,7.0,2.0,8.0,15.0,0.0,1.0,1.0,4.0,11.0,19.0,122.0,14.0,4.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.09292677875460525,0
19.0,0.0,0.0,6.0,2.0,5.0,0.0,0.0,2.0,2.0,20.0,19.0,437.0,2.0,17.0,3.0,5.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.07073094334675523,0
20.0,400.0,2.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,10.0,14.0,8.0,10.0,4.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.04715994776230703,0
22.0,6.0,5.0,5.0,2.0,8.0,6.0,1.0,0.0,1.0,4.0,19.0,19.0,10.0,14.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.12154087061348068,0
25.0,8.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.0,14.0,4.0,5.0,3.0,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1,-0.0005855128397936893,1
22.0,0.0,2.0,7.0,3.0,5.0,0.0,1.0,0.0,0.0,6.0,19.0,19.0,2.0,14.0,5.0,4.0,5.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.11596912294850098,0
23.0,30.0,10.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,10.0,19.0,19.0,2.0,14.0,5.0,3.0,2.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.10060898982957217,0
19.0,12.0,3.0,6.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,11.0,14.0,2.0,72.0,3.0,4.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.06010269865203377,0
21.0,0.0,0.0,6.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,19.0,19.0,2.0,14.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.08453774753821047,0
23.0,6.0,3.0,5.0,2.0,5.0,3.0,2.0,0.0,1.0,0.0,19.0,19.0,2.0,9.0,4.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.1023020247100202,0
21.0,0.0,10.0,7.0,1.0,7.0,7.0,0.0,1.0,0.0,5.0,19.0,9.0,2.0,14.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.07349730408928051,0
22.0,0.0,4.0,7.0,1.0,5.0,2.0,0.0,0.0,1.0,10.0,9.0,9.0,2.0,9.0,3.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.09716769441148887,0
20.0,0.0,5.0,3.0,2.0,6.0,0.0,0.0,1.0,1.0,6.0,5.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.03441420004188489,0
21.0,6.0,0.0,6.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.06974319193117329,0
21.0,5.0,2.0,6.0,1.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,19.0,2.0,14.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.07210901969898009,0
24.0,0.0,25.0,6.0,1.0,6.0,3.0,2.0,0.0,0.0,4.0,3.0,7.0,5.0,8.0,2.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.02334604291186948,0
26.0,8.0,0.0,6.0,5.0,4.0,8.0,4.0,0.0,0.0,2.0,18.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.08421788169152905,0
25.0,6.0,3.0,7.0,4.0,6.0,0.0,1.0,0.0,1.0,3.0,9.0,19.0,2.0,14.0,5.0,5.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.09923312324012767,0
23.0,8.0,4.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,22.0,17.0,11.0,11.0,4.0,5.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.09044035916585763,0
22.0,0.0,2.0,5.0,2.0,7.0,2.0,1.0,1.0,0.0,8.0,19.0,19.0,4.0,14.0,3.0,3.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.08830727774526514,0
23.0,8.0,4.0,8.0,2.0,5.0,0.0,4.0,1.0,3.0,8.0,11.0,19.0,2.0,14.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.09354512944288257,0
22.0,0.0,5.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,7.0,19.0,19.0,2.0,14.0,4.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.10545472311747489,0
27.0,48.0,0.0,2.0,1.0,5.0,5.0,1.0,0.0,1.0,0.0,11.0,9.0,10.0,9.0,4.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.036347345741120085,0
23.0,8.0,3.0,7.0,4.0,4.0,0.0,3.0,0.0,1.0,5.0,19.0,19.0,2.0,14.0,5.0,4.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.08838636052675575,0
23.0,5.0,0.0,10.0,1.0,5.0,7.0,2.0,1.0,0.0,4.0,11.0,19.0,2.0,14.0,4.0,2.0,2.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.058664016390576945,0
23.0,0.0,4.0,7.0,3.0,8.0,0.0,0.0,0.0,0.0,16.0,19.0,19.0,2.0,14.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.07463493414251188,0
23.0,8.0,0.0,5.0,2.0,6.0,7.0,1.0,0.0,1.0,21.0,19.0,19.0,2.0,9.0,5.0,3.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.096154807243223,0
22.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,19.0,19.0,2.0,14.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.05219177476646675,0
26.0,6.0,5.0,5.0,2.0,5.0,0.0,3.0,1.0,1.0,28.0,19.0,17.0,21.0,5.0,4.0,4.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.04430578613385994,0
44.0,10.0,25.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,19.0,17.0,2.0,14.0,5.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.008718815989306239,0
23.0,9.0,2.0,8.0,1.0,5.0,1.0,2.0,0.0,0.0,4.0,19.0,19.0,2.0,17.0,4.0,5.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.08887969532776141,0
26.0,10.0,8.0,7.0,3.0,5.0,2.0,0.0,0.0,3.0,6.0,14.0,19.0,2.0,14.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.10225749086461194,0
36.0,8.0,20.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,11.0,9.0,2.0,14.0,5.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.06131321989392402,0
23.0,7.0,3.0,7.0,2.0,6.0,2.0,1.0,0.0,1.0,3.0,8.0,9.0,16.0,14.0,5.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.09066114194384589,0
22.0,8.0,4.0,8.0,2.0,6.0,12.0,1.0,0.0,0.0,1.0,19.0,19.0,16.0,8.5,4.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.07526146238840081,0
29.0,8.0,40.0,8.0,2.0,7.0,5.0,0.0,0.0,1.0,14.0,17.0,19.0,2.0,14.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.016954964474435896,0
22.0,12.0,0.0,2.0,1.0,4.0,13.0,0.0,0.0,5.0,1.0,19.0,19.0,2.0,14.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.09560163632159263,0
